,driverId,driverRef
24712,-0.04204380151260546,parkes
24794,-0.07551473284655291,hart
25532,-0.07551473284655291,botha
25541,-0.07551473284655291,williams
25554,-0.18232175792492794,fisher
25605,-0.07551473284655291,tom_jones
18869,0.024248395960386828,phil_hill
21431,-0.42929106555055413,ireland
22351,-0.5216638367674613,trevor_taylor
22610,-0.2692635213691636,bucknum
22993,-0.22247502087881446,arundell
23214,-0.2257113712937154,bondurant
24693,-0.18232175792492794,lawrence
24718,-0.19628555856540955,taylor
24872,-0.18232175792492794,vic_wilson
24920,-0.19181964358577575,geki
21403,-0.19181964358577575,hawkins
22334,-0.28610801803258396,maggs
22374,-0.583214562344005,gregory
22844,-0.20199680447776253,bussinello
23916,-0.21287237277537524,vaccarella
24410,-0.23677068360822673,raby
24609,-0.07551473284655291,rhodes
24622,-0.07551473284655291,rollinson
24623,-0.07551473284655291,gubby
24649,-0.16311193014547823,mitter
24899,-0.07551473284655291,bassi
25618,-0.19181964358577575,pieterse
25620,-0.18232175792492794,prophet
25621,-0.07551473284655291,reed
25622,-0.07551473284655291,clapham
25623,-0.07551473284655291,blignaut
25626,-0.16841203957314382,lederle
25631,-0.19181964358577575,serrurier
25634,-0.18232175792492794,blokdyk
25635,-0.18232175792492794,niemann
25638,-0.07551473284655291,puzey
19017,-0.4500449358948557,trintignant
22719,-0.33689974243821474,andre_pilette
22821,-0.5964138602094594,beaufort
23897,-0.2244607445698498,collomb
24655,-0.23677068360822673,barth
24783,-0.21287237277537524,cabral
25546,-0.16381300516151082,hansgen
25549,-0.2244607445698498,sharp
22414,-0.22673202932058598,mairesse
22615,-0.2737131714929122,hall
22760,-0.21287237277537524,campbell-jones
22765,-0.5616628582726623,burgess
22791,-0.2780146799356361,settember
22801,-0.21287237277537524,estefano
24815,-0.20199680447776253,parnell
24819,-0.18232175792492794,kuhnke
24828,-0.18232175792492794,seiffert
24901,-0.18232175792492794,starrabba
24903,-0.19181964358577575,lippi
24929,-0.18232175792492794,abate
25004,-0.07551473284655291,ernesto_brambilla
25094,-0.14451503051901515,ward
25542,-0.07551473284655291,dochnal
25547,-0.07551473284655291,monarch
25583,-0.07551473284655291,vos
25594,-0.07551473284655291,broeker
20721,-0.6339421134604828,salvadori
22837,-0.16450679697606202,ricardo_rodriguez
22847,-0.2635568542327087,marsh
23903,-0.2573173588595137,lewis
24442,-0.23677068360822673,greene
24685,-0.07551473284655291,walter
24698,-0.3253533714511215,seidel
24748,-0.21287237277537524,ashmore
24779,-0.18232175792492794,schiller
24821,-0.19181964358577575,shelly
24824,-0.19181964358577575,chamberlain
24934,-0.18232175792492794,prinoth
24938,-0.19181964358577575,davis
25565,-0.07551473284655291,pon
25571,-0.07551473284655291,slotemaker
25586,-0.18232175792492794,penske
25590,-0.07551473284655291,schroeder
25591,-0.07551473284655291,mayer
25627,-0.07551473284655291,hocking
25628,-0.07551473284655291,vyver
25632,-0.07551473284655291,johnstone
25637,-0.07551473284655291,harris
18897,0.33096202248991763,moss
18973,-0.005429281133384466,brooks
20301,0.03231841753480735,trips
20329,-0.2894017811912406,allison
22069,-0.3483422145941549,scarlatti
23919,-0.24133493279923707,henry_taylor
23929,-0.19109223052576688,gendebien
23950,-0.2635568542327087,naylor
24033,-0.3383359719010599,herrmann
24221,-0.20199680447776253,may
24506,-0.26733488152791335,fairman
24790,-0.07551473284655291,monteverdi
24791,-0.18232175792492794,pirocchi
24793,-0.07551473284655291,duke
24923,-0.18232175792492794,thiele
24931,-0.18232175792492794,natili
24935,-0.07551473284655291,boffa
25120,-0.18232175792492794,ruby
25584,-0.07551473284655291,ken_miles
25588,-0.07551473284655291,ryan
25610,-0.07551473284655291,bordeu
20347,-0.2635568542327087,halford
20387,-0.5947819903348489,schell
20805,-0.3025723259703947,flockhart
20812,-0.20324145823442288,menditeguy
21579,-0.39172874309908784,gould
21684,0.25448837925605705,gonzalez
22627,-0.20199680447776253,bristow
23955,-0.2244607445698498,daigh
23961,-0.20199680447776253,reventlow
24004,-0.14472110550338493,cabianca
24070,-0.23677068360822673,stacey
24571,-0.19181964358577575,piper
24583,-0.20199680447776253,munaron
24737,-0.14371282492589635,ruttman
24866,-0.18232175792492794,mike_taylor
24898,-0.07551473284655291,owen
24940,-0.07551473284655291,drogo
25013,-0.07551473284655291,gamble
25072,0.031664252627208005,rathmann
25096,-0.05137401950998408,goldsmith
25099,-0.08558951851988782,branson
25101,-0.13740524443606417,thomson
25110,-0.2509416932530442,johnson
25121,-0.21287237277537524,veith
25126,-0.07551473284655291,tingelstad
25127,-0.21287237277537524,christie
25132,-0.18232175792492794,amick
25134,-0.19854189447343806,darter
25144,-0.16841203957314382,homeier
25153,-0.19771269362006347,bettenhausen
25164,-0.16450679697606202,boyd
25177,-0.19181964358577575,foyt
25183,-0.2635568542327087,hartley
25191,-0.21287237277537524,herman
25201,-0.18232175792492794,mcwithey
25209,-0.036483956598748576,bryan
25224,-0.19718793926894976,freeland
25290,-0.17969874435544383,dick_rathmann
25372,-0.23677068360822673,stevenson
25390,-0.20199680447776253,sachs
25394,-0.07551473284655291,weiler
25395,-0.20199680447776253,russo
25411,-0.19181964358577575,sutton
25423,-0.07551473284655291,hurtubise
25425,-0.18232175792492794,force
25433,-0.19181964358577575,templeman
25452,-0.18232175792492794,dempsey_wilson
25461,-0.18232175792492794,grim
25486,-0.07551473284655291,larreta
25490,-0.07551473284655291,bonomi
25495,-0.07551473284655291,chimeri
25496,-0.07551473284655291,creus
25643,-0.07551473284655291,drake
19719,-0.41334994723509083,behra
23965,-0.2244607445698498,bueb
23971,-0.07551473284655291,Changy
23972,-0.21287237277537524,filippis
23988,-0.07551473284655291,lucienbonnet
23989,-0.18232175792492794,testut
24495,-0.2635568542327087,shelby
25166,-0.15632798590556082,paul_russo
25192,-0.23677068360822673,daywalt
25199,-0.07551473284655291,arnold
25227,-0.18232175792492794,larson
25230,-0.19181964358577575,cheesbourg
25234,-0.21287237277537524,keller
25281,-0.20199680447776253,turner
25284,-0.10455284938227427,flaherty
25399,-0.19181964358577575,ray_crawford
25402,-0.20199680447776253,weyant
25406,-0.19181964358577575,magill
25505,-0.18232175792492794,tomaso
25611,-0.07551473284655291,fontes
25613,-0.19181964358577575,orey
25639,-0.07551473284655291,ashdown
25640,-0.07551473284655291,bill_moss
25641,-0.07551473284655291,dennis_taylor
25644,-0.07551473284655291,said
25645,-0.07551473284655291,constantine
25646,-0.07551473284655291,cade
25647,-0.07551473284655291,blanchard
19098,-0.05363451152888192,musso
19124,-0.22387491175837862,collins
19192,1.3281038668674665,fangio
21592,0.320178560935044,hawthorn
22075,-0.3504175245325427,chiron
22684,-0.15821413625684838,lewis-evans
23991,-0.07551473284655291,kavanagh
23992,-0.21590708909798162,gerini
23999,-0.07551473284655291,kessler
24000,-0.18232175792492794,emery
24006,-0.2635568542327087,piotti
24015,-0.07551473284655291,ecclestone
24016,-0.07551473284655291,taramazzo
24017,-0.2732793516873806,godia
24728,-0.18232175792492794,gibson
24799,-0.07551473284655291,goethals
25211,-0.07551473284655291,george_amick
25212,-0.2244607445698498,reece
25236,-0.13129569139003971,parsons
25246,-0.19181964358577575,tolan
25276,-0.21287237277537524,connor
25412,-0.21287237277537524,elisian
25417,-0.07551473284655291,jerry_unser
25418,-0.07551473284655291,bisch
25464,-0.18232175792492794,garrett
25648,-0.07551473284655291,picard
25649,-0.07551473284655291,bridger
25650,-0.07551473284655291,la_caze
25651,-0.07551473284655291,guelfi
19231,-0.17402166331075522,castellotti
19852,-0.20048104933438646,perdisa
22090,-0.3089490281221568,simon
23335,-0.23677068360822673,gerard
24051,-0.19181964358577575,leston
24269,-0.16450679697606202,portago
24417,-0.2373001606142331,maglioli
24805,-0.19181964358577575,volonterio
24829,-0.07551473284655291,england
25249,-0.011253634639419623,hanks
25258,-0.23342503384021385,linden
25269,-0.20199680447776253,teague
25329,-0.23007324646687616,agabashian
25391,-0.07551473284655291,edmunds
25419,-0.07551473284655291,george
25606,-0.07551473284655291,mackay-fraser
25607,-0.07551473284655291,macdowel
19814,-0.17075035874726807,villoresi
21636,-0.4325021807050239,manzon
21703,-0.5479770175122837,rosier
21749,-0.40585224726196945,graffenried
23030,-0.2089525575945666,bayol
23254,-0.2234961850272909,ramos
24237,0.051688091834916836,taruffi
24246,-0.1617480587823144,frere
24353,-0.07551473284655291,titterington
24547,-0.07551473284655291,scott_Brown
24739,-0.07551473284655291,milhoux
24868,-0.07551473284655291,scotti
24909,-0.20197801422217937,landi
25293,-0.08017785909564971,sweikert
25350,-0.19181964358577575,griffith
25440,-0.20199680447776253,dinsmore
25442,-0.18232175792492794,andrews
25489,-0.18232175792492794,uria
25503,-0.07551473284655291,oscar_gonzalez
25608,-0.07551473284655291,chapman
19773,0.6106799254461981,farina
19855,0.7637712224205541,ascari
23012,-0.24799412124247255,mieres
23344,-0.5441966524682674,claes
24054,-0.35978468675009484,macklin
24069,-0.07551473284655291,whiteaway
24216,-0.21287237277537524,pollet
24338,-0.21287237277537524,bucci
24406,-0.23677068360822673,mcalpine
24428,-0.20199680447776253,peter_walker
24432,-0.19181964358577575,rolt
24517,-0.10927917388977045,kling
24560,-0.34347533652634316,wharton
24601,-0.18232175792492794,marr
24663,-0.21309621031405093,mantovani
24905,-0.07551473284655291,lucas
24913,-0.18232175792492794,fitch
25298,-0.16450679697606202,davies
25304,-0.19628555856540955,faulkner
25311,0.10227709721397274,vukovich
25319,-0.08956436248382736,mcgrath
25333,-0.19181964358577575,niday
25338,-0.04926160721275564,cross
25342,-0.21287237277537524,hoyt
25483,-0.18232175792492794,birger
25487,-0.07551473284655291,iglesias
25642,-0.07551473284655291,sparken
22102,-0.2619678859498306,whitehead
23224,-0.3422548015310004,bira
24255,-0.11158911654675596,reg_parnell
24271,-0.21334240380147299,marimon
24334,-0.07551473284655291,riseley_prichard
24354,-0.21287237277537524,brandon
24449,-0.23832653227337977,alan_brown
24457,-0.18232175792492794,nuckey
24582,-0.07551473284655291,thorne
24589,-0.07551473284655291,beauman
24606,-0.07551473284655291,whitehouse
24688,-0.23677068360822673,swaters
24709,-0.11783359832156783,lang
24740,-0.19181964358577575,helfrich
24870,-0.18232175792492794,georges_berger
24880,-0.19181964358577575,wacker
25005,-0.07551473284655291,riu
25011,-0.18232175792492794,daponte
25320,-0.004558811484720263,nazaruk
25331,-0.07551473284655291,crockett
25345,-0.18232175792492794,mccoy
25367,-0.16381300516151082,ayulo
25382,-0.21287237277537524,bob_scott
25434,-0.07551473284655291,duncan
25435,-0.19181964358577575,fonder
25446,-0.20199680447776253,webb
25449,-0.18232175792492794,jackson
25457,-0.07551473284655291,kladis
25459,-0.07551473284655291,armi
25484,-0.07551473284655291,loyer
24318,-0.07551473284655291,jimmy_stewart
24360,-0.21287237277537524,duncan_hamilton
24392,-0.26733488152791335,cabantous
24435,-0.21287237277537524,hirt
24531,-0.19678241959743747,bonetto
24607,-0.18232175792492794,crook
24610,-0.07551473284655291,ian_stewart
24752,-0.18232175792492794,krause
24765,-0.07551473284655291,karch
24766,-0.18232175792492794,heeks
24768,-0.07551473284655291,fitzau
24769,-0.07551473284655291,adolff
24770,-0.18232175792492794,bechem
24772,-0.07551473284655291,bauer
24773,-0.20199680447776253,hans_stuck
24788,-0.19181964358577575,carini
24795,-0.18232175792492794,klodwig
24800,-0.07551473284655291,loof
24877,-0.18232175792492794,legat
25377,0.011142720885152311,holland
25393,-0.18232175792492794,holmes
25420,-0.19181964358577575,nalon
25454,-0.18232175792492794,scarborough
25471,-0.07551473284655291,mantz
25481,-0.07551473284655291,galvez
25485,-0.07551473284655291,cruz
25491,-0.07551473284655291,john_barber
25655,-0.18232175792492794,terra
25657,-0.07551473284655291,scherrer
21768,-0.21287237277537524,rol
23042,-0.2737131714929122,etancelin
24364,-0.20199680447776253,gaze
24368,-0.20199680447776253,murray
24385,-0.08558951851988782,poore
24438,-0.19181964358577575,cantoni
24459,-0.19181964358577575,aston
24527,-0.07551473284655291,thompson
24528,-0.18232175792492794,downing
24574,-0.07551473284655291,graham_whitehead
24575,-0.09768005353992584,fischer
24602,-0.20199680447776253,bianco
24708,-0.07551473284655291,schoeller
24724,-0.19181964358577575,pietsch
24743,-0.07551473284655291,brudes
24754,-0.18232175792492794,laurent
24756,-0.07551473284655291,riess
24757,-0.18232175792492794,ulmen
24777,-0.07551473284655291,balsa
24778,-0.07551473284655291,peters
24797,-0.07551473284655291,niedermayr
24798,-0.07551473284655291,klenk
24871,-0.07551473284655291,charrington
24874,-0.19181964358577575,tornaco
24882,-0.07551473284655291,obrien
24918,-0.18232175792492794,comotti
25006,-0.07551473284655291,crespo
25007,-0.07551473284655291,dusio
25346,-0.19181964358577575,george_connor
25352,-0.07551473284655291,rigsby
25353,-0.18232175792492794,james
25355,-0.19181964358577575,schindler
25361,-0.11783359832156783,ball
25364,-0.19181964358577575,banks
25466,-0.18232175792492794,miller
25469,-0.19181964358577575,mcdowell
25563,-0.18232175792492794,flinterman
25572,-0.07551473284655291,lof
25653,-0.18232175792492794,abecassis
21698,0.17112750134782523,fagioli
24550,-0.07551473284655291,parker
24551,-0.07551473284655291,john_james
24587,-0.18232175792492794,kelly
24590,-0.16311193014547823,sanesi
24595,-0.18232175792492794,shawe_taylor
24744,-0.19181964358577575,branca
24759,-0.2244607445698498,levegh
24891,-0.16841203957314382,chaboud
24925,-0.18232175792492794,louveau
24936,-0.07551473284655291,richardson
25017,-0.19181964358577575,guy_mairesse
25358,0.10787496029019254,wallard
25379,-0.05334543871820771,rose
25381,-0.08558951851988782,green
25426,-0.18232175792492794,hellings
25448,-0.07551473284655291,mackey
25456,-0.18232175792492794,walt_brown
25460,-0.07551473284655291,forberg
25609,-0.07551473284655291,gordini
25658,-0.07551473284655291,grignard
25659,-0.07551473284655291,jover
21764,-0.19181964358577575,harrison
21772,-0.07551473284655291,pian
23007,-0.16311193014547823,sommer
24407,-0.18232175792492794,martin
24548,-0.18232175792492794,crossley
24597,-0.18232175792492794,hampshire
24599,-0.07551473284655291,fry
24634,-0.07551473284655291,leslie_johnson
24893,-0.07551473284655291,serafini
24914,-0.07551473284655291,biondetti
25428,-0.07551473284655291,chitwood
25429,-0.07551473284655291,levrett
25430,-0.07551473284655291,cantrell
25458,-0.07551473284655291,fohr
25470,-0.07551473284655291,ader
25612,-0.07551473284655291,pozzi
25652,-0.07551473284655291,pagani
8533,-0.07551473284655291,russell
8606,-0.07551473284655291,norris
8778,-0.07551473284655291,albon
